,Title,Date,Notes,Names and Subjects,ID,Barcode,Physical Description,Map Scale,Copyright,Repository,Date Added/Updated,iiif_manifest_url,Creator,Collection Title,Alternate Title,Collection Creator,Genre
0,Explanation of the references [ca. 1761].,,"['List of references keyed to 3 maps (Sheets 52-54) of the Murray Atlas, identifying major buildings and features of Québec and features relating to the battles of 1759 and 1760.', 'Corresponding maps are individually cataloged', ""Corresponding maps: Plan of Quebec with the positions of the British and French army's on the Heights of Abraham, 13th of Sept. 1759 (Sheet 52) -- Plan of the battle and situation of the British and French armys on the Heights of Abraham the 28th: of April 1760 (Sheet 53) -- Plan of Quebec and the Heights of Abraham, shewing in particular the French encampment after the battle of the 28th (Sheet 54)."", 'Map is sheet 51 of the Murray Atlas of Canada.']","['Saint Foy, Battle of, Québec, 1760', 'Québec Campaign, Québec, 1759.', 'Plains of Abraham, Battle of the, Québec, 1759.', 'Murray Atlas of Canada.', 'Maps shelf.', 'United States--History--French and Indian War, 1754-1763.', 'Québec (Québec)--Siege, 1760.']",725,B8296441,1 ms. map ; 51 x 72.7 cm.,,"The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2017-07-07 17:41:46,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:725,,Murray Atlas of Canada,,,
0,"Plan of that part of Canada and the River St. Lawrence which lies between Pointe du Lac and Repentigny on the North Shore and Nicolette and Varrenes on the South containing the Lake St. Pierre and all the islands ... formed by the rivers Nicolette St. Francois, Iamaska, Masquinonge &c. which empty themselves in to the lake ... containing also the River Sorrel from where it falls in to the St. Lawrence to the Isle des Noix on Lake Champlain where it takes its rise, and the River Assumption as far as the last settlements ... with all the villages, fortified posts, habitations, and cultivated country throughout the whole extent ... the whole from a survey carried on under the directions of the Honourable Brigadier General Murray Governour of Quebec &c. The tract of Country contained in this plan was surveyed by the following officers. viz, All the south shore from Varrenes to Nicolette and the River Sorel to St. Ours also the Islands Dupas, St. Ignace, Madame, de Grace, au Pierre, du Moine, and Isle de Barque, by Capt. Holland, of the Royal American Regiment ... The Islands of Bouchard, and Contrecoeur, by Lieut. Peach, of the 47th. Regiment...from Repentigny to Bertier by Lieut. Montresor Engineer ... from Bertier to Point du Lac, and the river Assomption, and Bertier and the rest of the islands at the entrance of the lake by Lieut. Fusier of the Royal American Regiment. as was also the remainder of the River Sorel as far as Isle aux Noix;.",,"['Title page which corresponds to 1 key map (sheet 16) and 20 component maps (sheets 17-31 and 44-48) of part of the Saint Lawrence Valley.', 'Corresponding maps are individually cataloged and present bodies of water, islands, villages and fortifications between Pointe du Lac, Repentigny, Nicolette, and Varrenes.', ""Corresponding maps: Parish of Omchis. Parish of Pointe du Lac. Parish of Nicolet. (sheet 17) -- The Parish of Omachis. (sheet 18) -- Parish of St. Joseph [of Masquinonge]. Parish of the River du Loup. (sheet 19) -- Parish of Bertier. Isle du Pas. (sheet 20) -- Parish of St. Antoine. Parish of St. Francois. (sheet 21) -- Parish of Iamaska (sheet 22) -- Parish of La Norray & Dautray. Parish of Sorrel. (sheet 23) -- Parish of Lavalterie. Parish of Contrecoeur. (sheet 24) -- Parish of L'Assomption. Parish of St. Sulpice. (sheet 25) -- Parish of Repentigny. (sheet 26) -- Parish of Vercheres. Parish of St. Antoine. (sheet 27) -- Parish of St. Charles. (sheet 28) -- Parish of Chambly & Ste. Therese. (sheet 29) -- [Part of the Richelieu River showing Fort de St. Ieant]. (sheet 30) -- [Part of the Richelieu River showing Isle aux Noix]. (sheet 31) -- A draught of a route from Québec to Fort Halifax on the River Kennebec and back again to Québec by the rivers Chaudière and Kennebec in forty four days taken by order of his excellency Brigadier General James Murray governour of Québec &c. to inspect into the communications between two colonies of Canada and New England : Québec July 25th, 1761. (sheet 44) -- [Moosehead Lake and the immediate area to the west : Québec July 25th, 1761. (sheet 45) -- [Lake Megantic and the Chaudière River : Québec July 25th, 1761. (sheet 46) -- [Southern portion of Lake Megantic and the Dead River : Québec July 25th, 1761. (sheet 47) -- [Fort Halifax and the Kennebec River : Québec July 25th, 1761. (sheet 48)"", 'Map is sheet 15 of the Murray Atlas of Canada.', 'In green box with spine labeled: American atlas ms. - Canada 1761-65.']","['Murray Atlas of Canada.', 'Maps shelf.']",722,B8313633,1 ms. map ; 45.4 x 67.2 cm.,,"The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2017-07-07 16:34:37,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:722,,Murray Atlas of Canada,,,Title pages.
0,"Plan of that part of Canada and the River St. Lawrence which lies between Dechambeaux and Pointe du Lac on the north shore Lotbiniere and St. Therese on the South in which the town of Trois Rivers and all the villages habitations and cultivated country in that extent are accurately laid down in the whole from a survey carried on under the direction of the Honourable Brigadier General Murray Governor of Quebec. The tract of Country contained in this plan was survey'd by the following officers from Point du Lac to Cape Magdelaine on both shores by Capt. Holland of the Royal American Regt, from Cape Magdelaine to Batiscant River on both shores by Lieut. Fuser of the Royal American Regt, from Batiscant River to Dechambeaux on both shores by Lieut. Peach of the 47th, Regt,.",,"['Title page which corresponds to 1 key map (sheet 33) and 10 component maps (sheets 34-43) of part of the Saint Lawrence Valley.', 'Corresponding maps are individually cataloged and present bodies of water, islands, villages and fortifications between Dechembaux and Pointe du Lac.', ""Corresponding maps: [The St. Lawrence River between Trois Rivières and Grondines Parish]. (sheet 33) -- Parish of Dechaillon or St. Jean. Parish of Grondines. (sheet 34) -- Parish of St. Ann's. Parish of the River Batiscant. (sheet 35) -- Parish of Batiscant. Parish of St. Pierre Becquet. Parish of Champlain. Parish of Gentilly. (sheet 36) -- Parish of Magdelaine. Parish of Becancour. (sheet 37) -- Town of Three Rivers. (sheet 38) -- Plan of the town of Three Rivers. (sheet 39) -- Continuation of the River Chaudière from where it falls into the St. Lawrence, as laid down in the lower plan, to the village of St. Marie, or Nouvelle Beausse, and of the River Etchemin as far as the village of St. Henri, with the road and communication from St. Henri to the ferry of Sartigan. (sheet 40) -- Continuation of the River Chaudière &c. (sheet 41) -- Continuation of the River Chaudière joining to A. (sheet 42) -- Continuation of the River Chaudière joining to B. (sheet 43)"", 'Map is sheet 32 of the Murray Atlas of Canada.', 'In green box with spine labeled: American atlas ms. - Canada 1761-65.']","['Murray Atlas of Canada.', 'Maps shelf.']",723,B8312174,1 ms. map ; 53 x 75.5 cm.,,"The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2017-07-07 16:57:44,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:723,,Murray Atlas of Canada,,,Title pages.
0,"Plan of that part of Canada and the River St. Lawrence which lies between Cape Tourment and Dechambeaux on the north shore Point de la Caille and Lanbiniere on the south in which the city of Quebec and all the villages habitations and cultivated country in that extent are accurately lay'd down with all the different places of landing and embarkations the encampments entrenchments line of battle and principal movements of the British & French armies while this country was the seat of war : the whole from a survey carried on under the directions of the Honourable Brigr. General Murray, Governour of Quebec &; the tract of country contained in this plan was surveyed by the following officers viz, from St. Augustin to the river Montmorency on the north shore and from St. Nicholas to Point à la Ecaille on the south with all the back settlements, also the parishes on the south river by Capt. Holland of the Royal American Regiment. The island of Orleans surveyed by Capt. Lt. Spry engineer: from Dechambeaux to St. Augustin on the north and Lotbiniere to St. Antoine on the south shore by Lieutenant Peach of the 47th Regiment. From St. Antoine to St. Nicholas on the south and from Montmorency to Cape Tourment on the north shore by Ens. Pittmann of the 15th Regiment.",,"['Title page which corresponds to 1 key map (sheet 49), 1 ""Explanation of references"" (sheet 51) and 17 component maps (sheets 52-68) of part of the Saint Lawrence Valley.', 'Corresponding maps are individually cataloged and present bodies of water, islands, villages and fortifications between Cape Tourment and Dechambeaux.', ""Corresponding maps: [The St. Lawrence River from the Rapids of Richelieu to Cape Torment]. (sheet 49) -- Explanation of the references. (sheet 51) -- Plan of Québec with the positions of the British and French army's on the Heights of Abraham 13th of Sept. 1759 : Repetition plan no. 1. (sheet 52) -- Plan of the battle and situation of the British and French armys on the Heights of Abraham the 28th: of April 1760 : [Repetition plan no. 2.]. (sheet 53) -- Plan of Québec and the Heights of Abraham, shewing in particular the French encampment after the battle of the 28th: April, their batteries, & approaches; also the encampment of the garrison at their alarm posts and new works erected by them during the siege : Repetition plan no. 3. (sheet 54) -- Parish of Old Lorette. (sheet 55) -- Parish of Charlebourgh. (sheet 56) -- Parish of Beauport. Parish of L'Ange Gardien. Parish of Chateau Richer. (sheet 57) -- Parish of St. Joachim. Parish of St. Famille. Parish of St. Anne. Parish of St. François. (sheet 58) -- Continuation of the Grande Riviere with the village of Fariole lying near Cape Torment on the north shore. (sheet 59) -- Parish of Dechambeaux. Parish of Cape Sante. Parish of Lotbinière. Parish of St. Croix. (sheet 60) -- Parish of the Ecureuils. Parish of Point aux Trembles. Parish of St. Antoine. Parish of St. Croix. (sheet 61) -- Parish of St. Nicholas. The Parish of St. Augustin. (sheet 62) -- Parish of St. Foix. (sheet 63) -- Parish of St. Lawrence. Parish of Beaumont. Parish of St. Peter. (sheet 64) -- Parish of St. Michelle. Parish of St. John Baptist. Parish of St. Vertier. (sheet 65) -- Parish of Berthier. Parish of St. François. Parish of St. Thomas. (sheet 66) -- Point Levi [including the parishes of St. Joseph and St. Henry]. Parish of St. Charles. (sheet 67) -- [Parish of St. Charles]. (sheet 68)"", 'Map is sheet 50 of the Murray Atlas of Canada.', 'In green box with spine labeled: American atlas ms. - Canada 1761-65.']","['Murray Atlas of Canada.', 'Maps shelf.']",724,B8296417,1 ms. map ; 48.3 x 69.2 cm.,,"The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2017-07-07 15:00:58,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:724,,Murray Atlas of Canada,,,Title pages.
0,[The Shoals of Beauport; The River St. Lawrence from the Basin of Quebec to the Falls of Richeu].,16 Feby. 1775.,"['Folded at end of ""Murray atlas"" of Canada.', 'In green box with spine labeled: American atlas ms. - Canada 1761-65.', 'Engraved by Thomas Jefferys.', 'General chart of the St. Lawrence River.', 'Includes numerous identified coastal profiles and five inset charts.', ""Component maps include: [The Shoals of Beauport; The River St. Lawrence from the Basin of Quebec to the Falls of Richeu] (sheet 1) -- [Channels around the Island of Orleans]. (sheet 2) -- [St. Paul's Bay; Isle de Coudres; Great Cove; Pt. de Mille Vaches]. (sheet 3) -- [Manicouagan Shoals; Havre St. Nicholas; Bay of the Seven Islands]. (sheet 4) -- [The Seven Islands and the Bay]. (sheet 5) -- [Part of the Anticosti Island; Mingan Island; Mignan Harbor]. (sheet 6) -- [The River St. Lawrence from the Basin of Quebec to the Falls of Richeu]. (sheet 7) -- [The River St. Lawrence from Mal Bay to the Basin of Quebec]. (sheet 8) -- [Hare Island; Pointe aux Allouettes of Larks Point; English Bank]. (sheet 9) -- [Region of Hare Island]. (sheet 10) -- [Gaspee Bay]. (sheet 11) -- [Region of Gaspee Bay]. (sheet 12)""]","['Murray Atlas of Canada.', 'Maps shelf.', 'Views, topographical (Saint Lawrence River)', 'Saint Lawrence River--Maps.', 'Sept-Iles (Québec)--Maps.', 'Mingan Island (Québec)--Maps.', 'Longue-Pointe (Québec)--Maps.', 'Saguenay River (Québec)--Maps.', 'Jefferys, Thomas,---1771.', 'Cook, James,--1728-1779.', 'Desjardins,--pilot of Québec.', 'Saunders, Charles,--Sir,--1713?-1775.', 'Robert Sayer and John Bennett (Firm)']",738,B3524649,1 map on 12 sheets : col. ; ca. 85 x 250 cm.,Scales vary.,"The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2017-07-07 16:22:27,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:738,,Murray Atlas of Canada,"['Inset title: Havre St. Nicholas by Desjardins, pilot of Québec', 'Inset title: Bay of the Seven Islands', 'Inset title: Mingan Harbor', 'Inset title: Pointe aux Allouettes or Larks Point by Desjardins']",,
0,[Channels around the Island of Orleans].,16 Feby. 1775.,"['Folded at end of ""Murray atlas"" of Canada.', 'In green box with spine labeled: American atlas ms. - Canada 1761-65.', 'Engraved by Thomas Jefferys.', 'General chart of the St. Lawrence River.', 'Includes numerous identified coastal profiles and five inset charts.', ""Component maps include: [The Shoals of Beauport; The River St. Lawrence from the Basin of Quebec to the Falls of Richeu] (sheet 1) -- [Channels around the Island of Orleans]. (sheet 2) -- [St. Paul's Bay; Isle de Coudres; Great Cove; Pt. de Mille Vaches]. (sheet 3) -- [Manicouagan Shoals; Havre St. Nicholas; Bay of the Seven Islands]. (sheet 4) -- [The Seven Islands and the Bay]. (sheet 5) -- [Part of the Anticosti Island; Mingan Island; Mignan Harbor]. (sheet 6) -- [The River St. Lawrence from the Basin of Quebec to the Falls of Richeu]. (sheet 7) -- [The River St. Lawrence from Mal Bay to the Basin of Quebec]. (sheet 8) -- [Hare Island; Pointe aux Allouettes of Larks Point; English Bank]. (sheet 9) -- [Region of Hare Island]. (sheet 10) -- [Gaspee Bay]. (sheet 11) -- [Region of Gaspee Bay]. (sheet 12)""]","['Murray Atlas of Canada.', 'Maps shelf.', 'Views, topographical (Saint Lawrence River)', 'Saint Lawrence River--Maps.', 'Sept-Iles (Québec)--Maps.', 'Mingan Island (Québec)--Maps.', 'Longue-Pointe (Québec)--Maps.', 'Saguenay River (Québec)--Maps.', 'Jefferys, Thomas,---1771.', 'Cook, James,--1728-1779.', 'Desjardins,--pilot of Québec.', 'Saunders, Charles,--Sir,--1713?-1775.', 'Robert Sayer and John Bennett (Firm)']",730,B8315636,1 map on 12 sheets : col. ; ca. 85 x 250 cm.,Scales vary.,"The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2017-07-07 16:02:20,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:730,,Murray Atlas of Canada,"['Inset title: Havre St. Nicholas by Desjardins, pilot of Québec', 'Inset title: Bay of the Seven Islands', 'Inset title: Mingan Harbor', 'Inset title: Pointe aux Allouettes or Larks Point by Desjardins']",,
0,[St. Paul's Bay; Isle de Coudres; Great Cove; Pt. de Mille Vaches].,16 Feby. 1775.,"['Folded at end of ""Murray atlas"" of Canada.', 'In green box with spine labeled: American atlas ms. - Canada 1761-65.', 'Engraved by Thomas Jefferys.', 'General chart of the St. Lawrence River.', 'Includes numerous identified coastal profiles and five inset charts.', ""Component maps include: [The Shoals of Beauport; The River St. Lawrence from the Basin of Quebec to the Falls of Richeu] (sheet 1) -- [Channels around the Island of Orleans]. (sheet 2) -- [St. Paul's Bay; Isle de Coudres; Great Cove; Pt. de Mille Vaches]. (sheet 3) -- [Manicouagan Shoals; Havre St. Nicholas; Bay of the Seven Islands]. (sheet 4) -- [The Seven Islands and the Bay]. (sheet 5) -- [Part of the Anticosti Island; Mingan Island; Mignan Harbor]. (sheet 6) -- [The River St. Lawrence from the Basin of Quebec to the Falls of Richeu]. (sheet 7) -- [The River St. Lawrence from Mal Bay to the Basin of Quebec]. (sheet 8) -- [Hare Island; Pointe aux Allouettes of Larks Point; English Bank]. (sheet 9) -- [Region of Hare Island]. (sheet 10) -- [Gaspee Bay]. (sheet 11) -- [Region of Gaspee Bay]. (sheet 12)""]","['Murray Atlas of Canada.', 'Maps shelf.', 'Views, topographical (Saint Lawrence River)', 'Saint Lawrence River--Maps.', 'Sept-Iles (Québec)--Maps.', 'Mingan Island (Québec)--Maps.', 'Longue-Pointe (Québec)--Maps.', 'Saguenay River (Québec)--Maps.', 'Jefferys, Thomas,---1771.', 'Cook, James,--1728-1779.', 'Desjardins,--pilot of Québec.', 'Saunders, Charles,--Sir,--1713?-1775.', 'Robert Sayer and John Bennett (Firm)']",736,B8315637,1 map on 12 sheets : col. ; ca. 85 x 250 cm.,Scales vary.,"The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2017-07-07 15:31:12,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:736,,Murray Atlas of Canada,"['Inset title: Havre St. Nicholas by Desjardins, pilot of Québec', 'Inset title: Bay of the Seven Islands', 'Inset title: Mingan Harbor', 'Inset title: Pointe aux Allouettes or Larks Point by Desjardins']",,
0,[Manicouagan Shoals; Havre St. Nicholas; Bay of the Seven Islands].,16 Feby. 1775.,"['Folded at end of ""Murray atlas"" of Canada.', 'In green box with spine labeled: American atlas ms. - Canada 1761-65.', 'Engraved by Thomas Jefferys.', 'General chart of the St. Lawrence River.', 'Includes numerous identified coastal profiles and five inset charts.', ""Component maps include: [The Shoals of Beauport; The River St. Lawrence from the Basin of Quebec to the Falls of Richeu] (sheet 1) -- [Channels around the Island of Orleans]. (sheet 2) -- [St. Paul's Bay; Isle de Coudres; Great Cove; Pt. de Mille Vaches]. (sheet 3) -- [Manicouagan Shoals; Havre St. Nicholas; Bay of the Seven Islands]. (sheet 4) -- [The Seven Islands and the Bay]. (sheet 5) -- [Part of the Anticosti Island; Mingan Island; Mignan Harbor]. (sheet 6) -- [The River St. Lawrence from the Basin of Quebec to the Falls of Richeu]. (sheet 7) -- [The River St. Lawrence from Mal Bay to the Basin of Quebec]. (sheet 8) -- [Hare Island; Pointe aux Allouettes of Larks Point; English Bank]. (sheet 9) -- [Region of Hare Island]. (sheet 10) -- [Gaspee Bay]. (sheet 11) -- [Region of Gaspee Bay]. (sheet 12)""]","['Murray Atlas of Canada.', 'Maps shelf.', 'Views, topographical (Saint Lawrence River)', 'Saint Lawrence River--Maps.', 'Sept-Iles (Québec)--Maps.', 'Mingan Island (Québec)--Maps.', 'Longue-Pointe (Québec)--Maps.', 'Saguenay River (Québec)--Maps.', 'Jefferys, Thomas,---1771.', 'Cook, James,--1728-1779.', 'Desjardins,--pilot of Québec.', 'Saunders, Charles,--Sir,--1713?-1775.', 'Robert Sayer and John Bennett (Firm)']",729,B8315639,1 map on 12 sheets : col. ; ca. 85 x 250 cm.,Scales vary.,"The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2017-07-07 15:49:33,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:729,,Murray Atlas of Canada,"['Inset title: Havre St. Nicholas by Desjardins, pilot of Québec', 'Inset title: Bay of the Seven Islands', 'Inset title: Mingan Harbor', 'Inset title: Pointe aux Allouettes or Larks Point by Desjardins']",,
0,[The Seven Islands and the Bay].,16 Feby. 1775.,"['Folded at end of ""Murray atlas"" of Canada.', 'In green box with spine labeled: American atlas ms. - Canada 1761-65.', 'Engraved by Thomas Jefferys.', 'General chart of the St. Lawrence River.', 'Includes numerous identified coastal profiles and five inset charts.', ""Component maps include: [The Shoals of Beauport; The River St. Lawrence from the Basin of Quebec to the Falls of Richeu] (sheet 1) -- [Channels around the Island of Orleans]. (sheet 2) -- [St. Paul's Bay; Isle de Coudres; Great Cove; Pt. de Mille Vaches]. (sheet 3) -- [Manicouagan Shoals; Havre St. Nicholas; Bay of the Seven Islands]. (sheet 4) -- [The Seven Islands and the Bay]. (sheet 5) -- [Part of the Anticosti Island; Mingan Island; Mignan Harbor]. (sheet 6) -- [The River St. Lawrence from the Basin of Quebec to the Falls of Richeu]. (sheet 7) -- [The River St. Lawrence from Mal Bay to the Basin of Quebec]. (sheet 8) -- [Hare Island; Pointe aux Allouettes of Larks Point; English Bank]. (sheet 9) -- [Region of Hare Island]. (sheet 10) -- [Gaspee Bay]. (sheet 11) -- [Region of Gaspee Bay]. (sheet 12)""]","['Murray Atlas of Canada.', 'Maps shelf.', 'Views, topographical (Saint Lawrence River)', 'Saint Lawrence River--Maps.', 'Sept-Iles (Québec)--Maps.', 'Mingan Island (Québec)--Maps.', 'Longue-Pointe (Québec)--Maps.', 'Saguenay River (Québec)--Maps.', 'Jefferys, Thomas,---1771.', 'Cook, James,--1728-1779.', 'Desjardins,--pilot of Québec.', 'Saunders, Charles,--Sir,--1713?-1775.', 'Robert Sayer and John Bennett (Firm)']",732,B8315640,1 map on 12 sheets : col. ; ca. 85 x 250 cm.,Scales vary.,"The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2017-07-07 14:45:01,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:732,,Murray Atlas of Canada,"['Inset title: Havre St. Nicholas by Desjardins, pilot of Québec', 'Inset title: Bay of the Seven Islands', 'Inset title: Mingan Harbor', 'Inset title: Pointe aux Allouettes or Larks Point by Desjardins']",,
0,[Part of the Anticosti Island; Mingan Island; Mignan Harbor].,16 Feby. 1775.,"['Folded at end of ""Murray atlas"" of Canada.', 'In green box with spine labeled: American atlas ms. - Canada 1761-65.', 'Engraved by Thomas Jefferys.', 'General chart of the St. Lawrence River.', 'Includes numerous identified coastal profiles and five inset charts.', ""Component maps include: [The Shoals of Beauport; The River St. Lawrence from the Basin of Quebec to the Falls of Richeu] (sheet 1) -- [Channels around the Island of Orleans]. (sheet 2) -- [St. Paul's Bay; Isle de Coudres; Great Cove; Pt. de Mille Vaches]. (sheet 3) -- [Manicouagan Shoals; Havre St. Nicholas; Bay of the Seven Islands]. (sheet 4) -- [The Seven Islands and the Bay]. (sheet 5) -- [Part of the Anticosti Island; Mingan Island; Mignan Harbor]. (sheet 6) -- [The River St. Lawrence from the Basin of Quebec to the Falls of Richeu]. (sheet 7) -- [The River St. Lawrence from Mal Bay to the Basin of Quebec]. (sheet 8) -- [Hare Island; Pointe aux Allouettes of Larks Point; English Bank]. (sheet 9) -- [Region of Hare Island]. (sheet 10) -- [Gaspee Bay]. (sheet 11) -- [Region of Gaspee Bay]. (sheet 12)""]","['Murray Atlas of Canada.', 'Maps shelf.', 'Views, topographical (Saint Lawrence River)', 'Saint Lawrence River--Maps.', 'Sept-Iles (Québec)--Maps.', 'Mingan Island (Québec)--Maps.', 'Longue-Pointe (Québec)--Maps.', 'Saguenay River (Québec)--Maps.', 'Jefferys, Thomas,---1771.', 'Cook, James,--1728-1779.', 'Desjardins,--pilot of Québec.', 'Saunders, Charles,--Sir,--1713?-1775.', 'Robert Sayer and John Bennett (Firm)']",733,B8315641,1 map on 12 sheets : col. ; ca. 85 x 250 cm.,Scales vary.,"The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2017-07-07 15:46:47,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:733,,Murray Atlas of Canada,"['Inset title: Havre St. Nicholas by Desjardins, pilot of Québec', 'Inset title: Bay of the Seven Islands', 'Inset title: Mingan Harbor', 'Inset title: Pointe aux Allouettes or Larks Point by Desjardins']",,
